Statistik från Skolverket, https://www.skolverket.se

Grundskola - Betyg årskurs 6, andel som fått godkänt betyg (A-E), samtliga elever
Valt läsår: 2020/21

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Antal ämnesbetyg (genomsnitt);Andel (%) elever som fått godkänt betyg i alla ämnen;Andel (%) elever som ej fått godkänt betyg i ett ämne;Andel (%) elever som ej fått godkänt betyg i fler, alternativt alla ämnen;
Lindesberg;1885;Örebro län;18;Kommunal;255;16,7;60,8;14,1;25,1;
Lindesberg;1885;Örebro län;18;Enskild;15;16,6;~100;.;..;
Linköping;0580;Östergötlands län;05;Samtliga;1 857;16,8;73,7;8,6;17,7;
Linköping;0580;Östergötlands län;05;Kommunal;1 561;17,0;74,4;8,5;17,0;
Linköping;0580;Östergötlands län;05;Enskild;296;16,0;69,9;8,8;21,3;
Ljungby;0781;Kronobergs län;07;Samtliga;323;16,9;71,5;8,7;19,8;
Ljungby;0781;Kronobergs län;07;Kommunal;294;16,9;71,4;7,8;20,7;
Ljungby;0781;Kronobergs län;07;Enskild;29;17,0;72,4;..;..;
Ljusdal;2161;Gävleborgs län;21;Samtliga;174;16,8;60,3;12,1;27,6;
Ljusdal;2161;Gävleborgs län;21;Kommunal;139;17,1;55,4;13,7;30,9;
Ljusdal;2161;Gävleborgs län;21;Enskild;35;15,5;80,0;..;..;
Ljusnarsberg;1864;Örebro län;18;Samtliga;36;16,7;..;..;44,4;
Ljusnarsberg;1864;Örebro län;18;Kommunal;36;16,7;..;..;44,4;
Lomma;1262;Skåne län;12;Samtliga;440;15,2;92,0;3,0;5,0;
Lomma;1262;Skåne län;12;Kommunal;418;15,1;91,9;3,1;5,0;
Lomma;1262;Skåne län;12;Enskild;22;17,0;~100;.;..;
Ludvika;2085;Dalarnas län;20;Samtliga;304;17,2;65,5;11,5;23,0;
Ludvika;2085;Dalarnas län;20;Kommunal;291;17,2;63,9;12,0;24,1;
Ludvika;2085;Dalarnas län;20;Enskild;13;17,1;100,0;.;.;
Luleå;2580;Norrbottens län;25;Samtliga;843;16,1;82,0;9,7;8,3;
Luleå;2580;Norrbottens län;25;Kommunal;751;16,0;81,5;9,9;8,7;
Luleå;2580;Norrbottens län;25;Enskild;92;17,0;85,9;..;..;
Lund;1281;Skåne län;12;Samtliga;1 542;15,7;83,3;5,9;10,8;
Lund;1281;Skåne län;12;Kommunal;1 234;15,6;82,7;5,9;11,4;
Lund;1281;Skåne län;12;Enskild;308;16,4;86,0;5,8;8,1;
Lycksele;2481;Västerbottens län;24;Samtliga;141;16,7;69,5;7,8;22,7;
Lycksele;2481;Västerbottens län;24;Kommunal;141;16,7;69,5;7,8;22,7;
Lysekil;1484;Västra Götalands län;14;Samtliga;156;16,8;83,3;7,1;9,6;
Lysekil;1484;Västra Götalands län;14;Kommunal;156;16,8;83,3;7,1;9,6;
Malmö;1280;Skåne län;12;Samtliga;3 560;16,3;64,9;12,6;22,5;
Malmö;1280;Skåne län;12;Kommunal;2 973;16,6;62,6;12,9;24,5;
Malmö;1280;Skåne län;12;Enskild;587;14,9;76,7;11,2;12,1;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;105;15,7;75,2;..;..;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;105;15,7;75,2;..;..;
Malå;2418;Västerbottens län;24;Samtliga;40;15,8;55,0;..;..;
Malå;2418;Västerbottens län;24;Kommunal;40;15,8;55,0;..;..;
Mariestad;1493;Västra Götalands län;14;Samtliga;238;17,0;66,8;12,2;21,0;
Mariestad;1493;Västra Götalands län;14;Kommunal;214;17,0;64,5;13,1;22,4;
Mariestad;1493;Västra Götalands län;14;Enskild;24;17,0;~100;..;..;
Mark;1463;Västra Götalands län;14;Samtliga;462;16,2;70,8;9,5;19,7;
Mark;1463;Västra Götalands län;14;Kommunal;430;16,4;69,3;10,0;20,7;
Mark;1463;Västra Götalands län;14;Enskild;32;14,8;~100;..;..;
Markaryd;0767;Kronobergs län;07;Samtliga;122;17,0;54,9;18,9;26,2;
Markaryd;0767;Kronobergs län;07;Kommunal;122;17,0;54,9;18,9;26,2;
Mellerud;1461;Västra Götalands län;14;Samtliga;123;16,7;50,4;13,8;35,8;
Mellerud;1461;Västra Götalands län;14;Kommunal;123;16,7;50,4;13,8;35,8;
Mjölby;0586;Östergötlands län;05;Samtliga;347;16,7;66,9;9,5;23,6;
Mjölby;0586;Östergötlands län;05;Kommunal;347;16,7;66,9;9,5;23,6;
Mora;2062;Dalarnas län;20;Samtliga;231;16,7;66,7;12,6;20,8;
Mora;2062;Dalarnas län;20;Kommunal;224;16,7;67,0;12,9;20,1;
Mora;2062;Dalarnas län;20;Enskild;..;..;..;.;..;
Motala;0583;Östergötlands län;05;Samtliga;506;17,0;71,3;8,9;19,8;
Motala;0583;Östergötlands län;05;Kommunal;484;17,0;71,1;8,7;20,2;
Motala;0583;Östergötlands län;05;Enskild;22;17,0;77,3;..;..;
Mullsjö;0642;Jönköpings län;06;Samtliga;95;16,8;66,3;..;..;
Mullsjö;0642;Jönköpings län;06;Kommunal;95;16,8;66,3;..;..;
Munkedal;1430;Västra Götalands län;14;Samtliga;125;16,9;60,8;17,6;21,6;
Munkedal;1430;Västra Götalands län;14;Kommunal;125;16,9;60,8;17,6;21,6;
Munkfors;1762;Värmlands län;17;Samtliga;38;16,0;57,9;..;..;
Munkfors;1762;Värmlands län;17;Kommunal;38;16,0;57,9;..;..;
Mölndal;1481;Västra Götalands län;14;Samtliga;851;16,7;77,0;9,4;13,6;
Mölndal;1481;Västra Götalands län;14;Kommunal;803;16,9;76,6;9,3;14,1;
Mölndal;1481;Västra Götalands län;14;Enskild;48;14,5;83,3;..;..;
Mönsterås;0861;Kalmar län;08;Samtliga;131;16,9;74,8;12,2;13,0;
Mönsterås;0861;Kalmar län;08;Kommunal;131;16,9;74,8;12,2;13,0;
Mörbylånga;0840;Kalmar län;08;Samtliga;187;17,0;87,7;6,4;5,9;
Mörbylånga;0840;Kalmar län;08;Kommunal;159;16,9;88,7;..;..;
Mörbylånga;0840;Kalmar län;08;Enskild;28;17,1;82,1;..;..;
Nacka;0182;Stockholms län;01;Samtliga;1 641;16,4;88,1;5,6;6,3;
Nacka;0182;Stockholms län;01;Kommunal;1 017;16,1;88,5;5,6;5,9;
Nacka;0182;Stockholms län;01;Enskild;624;16,8;87,5;5,6;6,9;
Nora;1884;Örebro län;18;Samtliga;120;17,0;80,8;9,2;10,0;
Nora;1884;Örebro län;18;Kommunal;110;17,0;80,0;9,1;10,9;
Nora;1884;Örebro län;18;Enskild;10;17,0;..;..;.;
Norberg;1962;Västmanlands län;19;Samtliga;60;16,4;56,7;25,0;18,3;
Norberg;1962;Västmanlands län;19;Kommunal;60;16,4;56,7;25,0;18,3;
Nordanstig;2132;Gävleborgs län;21;Samtliga;74;16,9;68,9;..;..;
Nordanstig;2132;Gävleborgs län;21;Kommunal;71;16,9;67,6;..;..;
Nordanstig;2132;Gävleborgs län;21;Enskild;..;..;..;.;.;
Nordmaling;2401;Västerbottens län;24;Samtliga;60;11,9;68,3;..;..;
Nordmaling;2401;Västerbottens län;24;Kommunal;60;11,9;68,3;..;..;
Norrköping;0581;Östergötlands län;05;Samtliga;1 729;16,1;67,2;11,6;21,2;
Norrköping;0581;Östergötlands län;05;Kommunal;1 228;16,1;68,5;10,6;20,9;
Norrköping;0581;Östergötlands län;05;Enskild;501;16,3;64,1;14,0;22,0;
Norrtälje;0188;Stockholms län;01;Samtliga;605;15,9;73,2;10,9;15,9;
Norrtälje;0188;Stockholms län;01;Kommunal;454;16,4;68,9;12,8;18,3;
Norrtälje;0188;Stockholms län;01;Enskild;151;14,4;86,1;..;..;
Norsjö;2417;Västerbottens län;24;Samtliga;49;11,6;83,7;..;..;
Norsjö;2417;Västerbottens län;24;Kommunal;49;11,6;83,7;..;..;
Nybro;0881;Kalmar län;08;Samtliga;229;16,1;71,2;7,0;21,8;
Nybro;0881;Kalmar län;08;Kommunal;213;16,0;69,5;7,5;23,0;
Nybro;0881;Kalmar län;08;Enskild;16;17,1;~100;.;..;
Nykvarn;0140;Stockholms län;01;Samtliga;162;16,9;81,5;6,8;11,7;
Nykvarn;0140;Stockholms län;01;Kommunal;162;16,9;81,5;6,8;11,7;
Nyköping;0480;Södermanlands län;04;Samtliga;680;15,6;76,5;8,1;15,4;
Nyköping;0480;Södermanlands län;04;Kommunal;378;16,5;68,5;10,3;21,2;
Nyköping;0480;Södermanlands län;04;Enskild;302;14,4;86,4;5,3;8,3;
Nynäshamn;0192;Stockholms län;01;Samtliga;282;13,6;71,6;8,5;19,9;
Nynäshamn;0192;Stockholms län;01;Kommunal;282;13,6;71,6;8,5;19,9;
Nässjö;0682;Jönköpings län;06;Samtliga;353;17,0;69,7;10,8;19,5;
Nässjö;0682;Jönköpings län;06;Kommunal;353;17,0;69,7;10,8;19,5;
Ockelbo;2101;Gävleborgs län;21;Samtliga;71;16,9;74,6;..;..;
Ockelbo;2101;Gävleborgs län;21;Kommunal;71;16,9;74,6;..;..;
Olofström;1060;Blekinge län;10;Samtliga;131;17,2;71,8;14,5;13,7;
Olofström;1060;Blekinge län;10;Kommunal;131;17,2;71,8;14,5;13,7;
Orsa;2034;Dalarnas län;20;Samtliga;67;14,7;68,7;..;..;
Orsa;2034;Dalarnas län;20;Kommunal;63;14,5;68,3;..;..;
Orsa;2034;Dalarnas län;20;Enskild;..;..;..;..;.;
Orust;1421;Västra Götalands län;14;Samtliga;148;16,2;70,3;15,5;14,2;
Orust;1421;Västra Götalands län;14;Kommunal;128;16,9;67,2;17,2;15,6;
Orust;1421;Västra Götalands län;14;Enskild;20;12,0;~100;..;..;
Osby;1273;Skåne län;12;Samtliga;136;16,9;72,8;11,8;15,4;
Osby;1273;Skåne län;12;Kommunal;136;16,9;72,8;11,8;15,4;
Oskarshamn;0882;Kalmar län;08;Samtliga;308;17,0;75,0;6,5;18,5;
Oskarshamn;0882;Kalmar län;08;Kommunal;302;17,0;74,8;6,6;18,5;
Oskarshamn;0882;Kalmar län;08;Enskild;..;..;..;.;..;
Ovanåker;2121;Gävleborgs län;21;Samtliga;120;16,9;60,8;25,0;14,2;
Ovanåker;2121;Gävleborgs län;21;Kommunal;120;16,9;60,8;25,0;14,2;
Oxelösund;0481;Södermanlands län;04;Samtliga;111;16,4;56,8;10,8;32,4;
Oxelösund;0481;Södermanlands län;04;Kommunal;111;16,4;56,8;10,8;32,4;
Pajala;2521;Norrbottens län;25;Samtliga;59;16,6;78,0;..;..;
Pajala;2521;Norrbottens län;25;Kommunal;53;16,5;77,4;..;..;
Pajala;2521;Norrbottens län;25;Enskild;..;..;..;.;..;
Partille;1402;Västra Götalands län;14;Samtliga;536;13,6;77,2;6,2;16,6;
Partille;1402;Västra Götalands län;14;Kommunal;517;13,5;76,8;6,4;16,8;
Partille;1402;Västra Götalands län;14;Enskild;19;14,1;~100;.;..;
Perstorp;1275;Skåne län;12;Samtliga;112;16,8;59,8;..;..;
Perstorp;1275;Skåne län;12;Kommunal;112;16,8;59,8;..;..;
Piteå;2581;Norrbottens län;25;Samtliga;479;16,8;84,6;5,2;10,2;
Piteå;2581;Norrbottens län;25;Kommunal;476;16,9;84,5;5,3;10,3;
Piteå;2581;Norrbottens län;25;Enskild;..;..;..;.;.;
Ragunda;2303;Jämtlands län;23;Samtliga;49;16,9;77,6;..;..;
Ragunda;2303;Jämtlands län;23;Kommunal;49;16,9;77,6;..;..;
Robertsfors;2409;Västerbottens län;24;Samtliga;77;16,9;58,4;16,9;24,7;
Robertsfors;2409;Västerbottens län;24;Kommunal;77;16,9;58,4;16,9;24,7;
Ronneby;1081;Blekinge län;10;Samtliga;338;17,1;66,3;8,6;25,1;
Ronneby;1081;Blekinge län;10;Kommunal;279;17,1;67,4;9,0;23,7;
Ronneby;1081;Blekinge län;10;Enskild;59;17,1;61,0;..;..;
Rättvik;2031;Dalarnas län;20;Samtliga;117;15,8;63,2;16,2;20,5;
Rättvik;2031;Dalarnas län;20;Kommunal;117;15,8;63,2;16,2;20,5;
Sala;1981;Västmanlands län;19;Samtliga;252;16,0;75,4;9,9;14,7;
Sala;1981;Västmanlands län;19;Kommunal;252;16,0;75,4;9,9;14,7;
Salem;0128;Stockholms län;01;Samtliga;230;16,2;76,1;8,3;15,7;
Salem;0128;Stockholms län;01;Kommunal;205;16,9;74,1;9,3;16,6;
Salem;0128;Stockholms län;01;Enskild;25;11,1;~100;.;..;
Sandviken;2181;Gävleborgs län;21;Samtliga;416;16,8;57,7;12,5;29,8;
Sandviken;2181;Gävleborgs län;21;Kommunal;394;16,8;56,1;12,9;31,0;
Sandviken;2181;Gävleborgs län;21;Enskild;22;17,1;~100;..;..;
Sigtuna;0191;Stockholms län;01;Samtliga;524;17,0;76,3;9,5;14,1;
Sigtuna;0191;Stockholms län;01;Kommunal;490;17,0;75,1;9,8;15,1;
Sigtuna;0191;Stockholms län;01;Enskild;34;17,0;~100;..;.;
Simrishamn;1291;Skåne län;12;Samtliga;170;16,2;67,6;13,5;18,8;
Simrishamn;1291;Skåne län;12;Kommunal;130;17,1;61,5;16,2;22,3;
Simrishamn;1291;Skåne län;12;Enskild;40;13,3;87,5;..;..;
Sjöbo;1265;Skåne län;12;Samtliga;190;16,8;62,6;10,5;26,8;
Sjöbo;1265;Skåne län;12;Kommunal;169;16,9;59,8;11,2;29,0;
Sjöbo;1265;Skåne län;12;Enskild;21;15,3;~100;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;221;16,5;56,6;18,1;25,3;
Skara;1495;Västra Götalands län;14;Kommunal;203;16,9;52,7;19,7;27,6;
Skara;1495;Västra Götalands län;14;Enskild;18;12,0;100,0;.;.;
Skellefteå;2482;Västerbottens län;24;Samtliga;830;15,6;74,7;10,4;14,9;
Skellefteå;2482;Västerbottens län;24;Kommunal;751;15,6;75,4;10,3;14,4;
Skellefteå;2482;Västerbottens län;24;Enskild;79;15,4;68,4;..;..;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;39;16,6;64,1;..;..;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;39;16,6;64,1;..;..;
Skurup;1264;Skåne län;12;Samtliga;211;16,9;75,4;7,1;17,5;
Skurup;1264;Skåne län;12;Kommunal;203;17,0;75,4;7,4;17,2;
Skurup;1264;Skåne län;12;Enskild;..;..;..;.;..;
Skövde;1496;Västra Götalands län;14;Samtliga;599;17,0;76,8;8,8;14,4;
Skövde;1496;Västra Götalands län;14;Kommunal;555;17,0;76,0;9,4;14,6;
Skövde;1496;Västra Götalands län;14;Enskild;44;16,8;86,4;..;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;119;17,0;76,5;..;..;
Smedjebacken;2061;Dalarnas län;20;Kommunal;119;17,0;76,5;..;..;
Sollefteå;2283;Västernorrlands län;22;Samtliga;205;16,1;65,4;12,7;22,0;
Sollefteå;2283;Västernorrlands län;22;Kommunal;205;16,1;65,4;12,7;22,0;
Sollentuna;0163;Stockholms län;01;Samtliga;1 137;16,0;80,7;6,2;13,1;
Sollentuna;0163;Stockholms län;01;Kommunal;818;15,7;81,2;6,2;12,6;
Sollentuna;0163;Stockholms län;01;Enskild;319;16,6;79,3;6,3;14,4;
Solna;0184;Stockholms län;01;Samtliga;599;16,4;74,3;9,3;16,4;
Solna;0184;Stockholms län;01;Kommunal;422;17,1;73,9;10,4;15,6;
Solna;0184;Stockholms län;01;Enskild;177;14,8;75,1;6,8;18,1;
Sorsele;2422;Västerbottens län;24;Samtliga;18;10,8;~100;.;..;
Sorsele;2422;Västerbottens län;24;Kommunal;18;10,8;~100;.;..;
Sotenäs;1427;Västra Götalands län;14;Samtliga;80;16,8;87,5;..;..;
Sotenäs;1427;Västra Götalands län;14;Kommunal;80;16,8;87,5;..;..;
Staffanstorp;1230;Skåne län;12;Samtliga;345;17,0;82,3;7,8;9,9;
Staffanstorp;1230;Skåne län;12;Kommunal;331;17,0;82,5;7,9;9,7;
Staffanstorp;1230;Skåne län;12;Enskild;14;17,0;~100;..;..;
Stenungsund;1415;Västra Götalands län;14;Samtliga;367;16,6;77,7;7,9;14,4;
Stenungsund;1415;Västra Götalands län;14;Kommunal;345;16,9;77,1;7,8;15,1;
Stenungsund;1415;Västra Götalands län;14;Enskild;22;12,0;~100;..;..;
Stockholm;0180;Stockholms län;01;Samtliga;10 787;16,3;77,4;9,3;13,3;
Stockholm;0180;Stockholms län;01;Kommunal;7 431;16,4;76,6;9,2;14,2;
Stockholm;0180;Stockholms län;01;Enskild;3 356;16,2;79,3;9,5;11,3;
Storfors;1760;Värmlands län;17;Samtliga;45;15,7;77,8;..;..;
Storfors;1760;Värmlands län;17;Kommunal;45;15,7;77,8;..;..;
Storuman;2421;Västerbottens län;24;Statlig;..;..;..;..;..;
Storuman;2421;Västerbottens län;24;Samtliga;72;16,8;77,8;..;..;
Storuman;2421;Västerbottens län;24;Kommunal;70;16,8;77,1;..;..;
Strängnäs;0486;Södermanlands län;04;Samtliga;468;16,9;66,9;10,9;22,2;
Strängnäs;0486;Södermanlands län;04;Kommunal;240;16,9;51,3;12,1;36,7;
Strängnäs;0486;Södermanlands län;04;Enskild;228;16,9;83,3;9,6;7,0;
Strömstad;1486;Västra Götalands län;14;Samtliga;149;15,7;70,5;12,1;17,4;
Strömstad;1486;Västra Götalands län;14;Kommunal;149;15,7;70,5;12,1;17,4;
Strömsund;2313;Jämtlands län;23;Samtliga;111;14,4;75,7;9,9;14,4;
Strömsund;2313;Jämtlands län;23;Kommunal;111;14,4;75,7;9,9;14,4;
Sundbyberg;0183;Stockholms län;01;Samtliga;621;17,1;74,2;10,0;15,8;
Sundbyberg;0183;Stockholms län;01;Kommunal;332;17,1;67,2;10,8;22,0;
Sundbyberg;0183;Stockholms län;01;Enskild;289;17,2;82,4;9,0;8,7;
Sundsvall;2281;Västernorrlands län;22;Samtliga;1 247;16,4;76,7;8,7;14,6;
Sundsvall;2281;Västernorrlands län;22;Kommunal;802;16,9;70,0;10,0;20,1;
Sundsvall;2281;Västernorrlands län;22;Enskild;445;15,6;89,0;6,3;4,7;
Sunne;1766;Värmlands län;17;Samtliga;140;16,6;77,1;10,0;12,9;
Sunne;1766;Värmlands län;17;Kommunal;130;16,8;77,7;10,0;12,3;
Sunne;1766;Värmlands län;17;Enskild;10;14,6;..;..;..;
Surahammar;1907;Västmanlands län;19;Samtliga;125;16,9;81,6;..;..;
Surahammar;1907;Västmanlands län;19;Kommunal;125;16,9;81,6;..;..;
Svalöv;1214;Skåne län;12;Samtliga;185;16,7;73,5;11,9;14,6;
Svalöv;1214;Skåne län;12;Kommunal;161;16,6;72,0;11,8;16,1;
Svalöv;1214;Skåne län;12;Enskild;24;16,9;~100;..;..;
Svedala;1263;Skåne län;12;Samtliga;328;17,0;75,6;7,9;16,5;
Svedala;1263;Skåne län;12;Kommunal;328;17,0;75,6;7,9;16,5;
Svenljunga;1465;Västra Götalands län;14;Samtliga;102;17,0;58,8;11,8;29,4;
Svenljunga;1465;Västra Götalands län;14;Kommunal;102;17,0;58,8;11,8;29,4;
Säffle;1785;Värmlands län;17;Samtliga;174;16,9;58,6;16,1;25,3;
Säffle;1785;Värmlands län;17;Kommunal;163;16,9;57,7;16,6;25,8;
Säffle;1785;Värmlands län;17;Enskild;11;17,0;..;..;..;
Säter;2082;Dalarnas län;20;Samtliga;129;16,9;69,8;13,2;17,1;
Säter;2082;Dalarnas län;20;Kommunal;129;16,9;69,8;13,2;17,1;
Sävsjö;0684;Jönköpings län;06;Samtliga;147;17,1;76,2;7,5;16,3;
Sävsjö;0684;Jönköpings län;06;Kommunal;135;17,1;77,0;7,4;15,6;
Sävsjö;0684;Jönköpings län;06;Enskild;12;16,8;..;..;..;
Söderhamn;2182;Gävleborgs län;21;Samtliga;293;16,8;58,4;16,0;25,6;
Söderhamn;2182;Gävleborgs län;21;Kommunal;277;16,8;57,4;16,6;26,0;
Söderhamn;2182;Gävleborgs län;21;Enskild;16;16,9;~100;..;..;
Söderköping;0582;Östergötlands län;05;Samtliga;146;16,9;63,7;19,2;17,1;
Söderköping;0582;Östergötlands län;05;Kommunal;146;16,9;63,7;19,2;17,1;
Södertälje;0181;Stockholms län;01;Samtliga;1 162;16,9;65,6;13,5;20,9;
Södertälje;0181;Stockholms län;01;Kommunal;874;17,1;63,2;13,3;23,6;
Södertälje;0181;Stockholms län;01;Enskild;288;16,4;72,9;14,2;12,8;
Sölvesborg;1083;Blekinge län;10;Samtliga;175;16,8;60,6;12,0;27,4;
Sölvesborg;1083;Blekinge län;10;Kommunal;175;16,8;60,6;12,0;27,4;
Tanum;1435;Västra Götalands län;14;Samtliga;120;16,3;65,0;10,0;25,0;
Tanum;1435;Västra Götalands län;14;Kommunal;118;16,3;64,4;10,2;25,4;
Tanum;1435;Västra Götalands län;14;Enskild;..;..;..;.;.;
Tibro;1472;Västra Götalands län;14;Samtliga;148;17,0;65,5;16,2;18,2;
Tibro;1472;Västra Götalands län;14;Kommunal;148;17,0;65,5;16,2;18,2;
Tidaholm;1498;Västra Götalands län;14;Samtliga;142;16,9;78,9;12,0;9,2;
Tidaholm;1498;Västra Götalands län;14;Kommunal;142;16,9;78,9;12,0;9,2;
Tierp;0360;Uppsala län;03;Samtliga;244;16,3;70,9;11,9;17,2;
Tierp;0360;Uppsala län;03;Kommunal;244;16,3;70,9;11,9;17,2;
Timrå;2262;Västernorrlands län;22;Samtliga;194;17,0;84,0;6,2;9,8;
Timrå;2262;Västernorrlands län;22;Kommunal;194;17,0;84,0;6,2;9,8;
Tingsryd;0763;Kronobergs län;07;Samtliga;146;17,0;72,6;11,0;16,4;
Tingsryd;0763;Kronobergs län;07;Kommunal;138;17,0;72,5;11,6;15,9;
Tingsryd;0763;Kronobergs län;07;Enskild;..;..;..;.;..;
Tjörn;1419;Västra Götalands län;14;Samtliga;175;16,9;73,7;6,3;20,0;
Tjörn;1419;Västra Götalands län;14;Kommunal;175;16,9;73,7;6,3;20,0;
Tomelilla;1270;Skåne län;12;Samtliga;142;16,4;73,2;9,9;16,9;
Tomelilla;1270;Skåne län;12;Kommunal;122;16,3;69,7;11,5;18,9;
Tomelilla;1270;Skåne län;12;Enskild;20;17,0;~100;.;..;
Torsby;1737;Värmlands län;17;Samtliga;104;16,9;62,5;13,5;24,0;
Torsby;1737;Värmlands län;17;Kommunal;104;16,9;62,5;13,5;24,0;
Torsås;0834;Kalmar län;08;Samtliga;66;16,7;74,2;..;..;
Torsås;0834;Kalmar län;08;Kommunal;66;16,7;74,2;..;..;
Tranemo;1452;Västra Götalands län;14;Samtliga;150;16,8;70,0;11,3;18,7;
Tranemo;1452;Västra Götalands län;14;Kommunal;150;16,8;70,0;11,3;18,7;
Tranås;0687;Jönköpings län;06;Samtliga;230;16,9;76,1;8,3;15,7;
Tranås;0687;Jönköpings län;06;Kommunal;216;16,8;75,0;8,8;16,2;
Tranås;0687;Jönköpings län;06;Enskild;14;17,0;~100;.;..;
Trelleborg;1287;Skåne län;12;Samtliga;523;16,9;71,9;9,8;18,4;
Trelleborg;1287;Skåne län;12;Kommunal;463;17,1;71,1;9,7;19,2;
Trelleborg;1287;Skåne län;12;Enskild;60;15,3;78,3;..;..;
Trollhättan;1488;Västra Götalands län;14;Samtliga;753;16,7;69,2;10,4;20,5;
Trollhättan;1488;Västra Götalands län;14;Kommunal;600;17,1;70,2;10,7;19,2;
Trollhättan;1488;Västra Götalands län;14;Enskild;153;15,1;65,4;9,2;25,5;
Trosa;0488;Södermanlands län;04;Samtliga;181;14,7;82,9;8,3;8,8;
Trosa;0488;Södermanlands län;04;Kommunal;181;14,7;82,9;8,3;8,8;
Tyresö;0138;Stockholms län;01;Samtliga;710;17,0;79,0;7,6;13,4;
Tyresö;0138;Stockholms län;01;Kommunal;528;16,9;77,7;7,4;15,0;
Tyresö;0138;Stockholms län;01;Enskild;182;17,1;83,0;8,2;8,8;
Täby;0160;Stockholms län;01;Samtliga;1 340;16,3;85,5;5,1;9,4;
Täby;0160;Stockholms län;01;Kommunal;555;15,5;88,1;4,5;7,4;
Täby;0160;Stockholms län;01;Enskild;785;16,8;83,7;5,5;10,8;
Töreboda;1473;Västra Götalands län;14;Samtliga;88;16,3;75,0;..;..;
Töreboda;1473;Västra Götalands län;14;Kommunal;77;16,9;75,3;..;..;
Töreboda;1473;Västra Götalands län;14;Enskild;11;11,9;..;..;..;
Uddevalla;1485;Västra Götalands län;14;Samtliga;654;17,0;76,1;10,4;13,5;
Uddevalla;1485;Västra Götalands län;14;Kommunal;574;17,0;76,8;10,5;12,7;
Uddevalla;1485;Västra Götalands län;14;Enskild;80;16,6;71,3;..;..;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;251;17,1;74,1;7,2;18,7;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;243;17,1;73,3;7,4;19,3;
Ulricehamn;1491;Västra Götalands län;14;Enskild;..;..;..;.;.;
Umeå;2480;Västerbottens län;24;Samtliga;1 465;16,2;84,6;6,3;9,1;
Umeå;2480;Västerbottens län;24;Kommunal;1 176;16,4;83,8;6,6;9,5;
Umeå;2480;Västerbottens län;24;Enskild;289;15,1;87,9;4,8;7,3;
Upplands Väsby;0114;Stockholms län;01;Samtliga;544;15,0;74,8;8,1;17,1;
Upplands Väsby;0114;Stockholms län;01;Kommunal;216;13,5;66,7;8,3;25,0;
Upplands Väsby;0114;Stockholms län;01;Enskild;328;16,0;80,2;7,9;11,9;
Upplands-Bro;0139;Stockholms län;01;Samtliga;362;14,9;76,0;13,3;10,8;
Upplands-Bro;0139;Stockholms län;01;Kommunal;333;14,7;76,3;12,3;11,4;
Upplands-Bro;0139;Stockholms län;01;Enskild;29;17,1;72,4;..;..;
Uppsala;0380;Uppsala län;03;Samtliga;2 731;15,9;74,1;9,6;16,3;
Uppsala;0380;Uppsala län;03;Kommunal;2 028;16,1;70,2;10,8;19,0;
Uppsala;0380;Uppsala län;03;Enskild;703;15,5;85,3;6,1;8,5;
Uppvidinge;0760;Kronobergs län;07;Samtliga;105;16,9;65,7;11,4;22,9;
Uppvidinge;0760;Kronobergs län;07;Kommunal;98;16,9;64,3;12,2;23,5;
Uppvidinge;0760;Kronobergs län;07;Enskild;..;..;..;.;..;
Vadstena;0584;Östergötlands län;05;Samtliga;64;16,9;76,6;..;..;
Vadstena;0584;Östergötlands län;05;Kommunal;64;16,9;76,6;..;..;
Vaggeryd;0665;Jönköpings län;06;Samtliga;189;17,0;73,0;8,5;18,5;
Vaggeryd;0665;Jönköpings län;06;Kommunal;178;17,0;71,9;9,0;19,1;
Vaggeryd;0665;Jönköpings län;06;Enskild;11;17,0;~100;.;..;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;81;16,6;71,6;16,0;12,3;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;71;16,9;67,6;18,3;14,1;
Valdemarsvik;0563;Östergötlands län;05;Enskild;10;15,0;100,0;.;.;
Vallentuna;0115;Stockholms län;01;Samtliga;443;16,2;81,0;7,0;12,0;
Vallentuna;0115;Stockholms län;01;Kommunal;326;17,0;81,0;7,4;11,7;
Vallentuna;0115;Stockholms län;01;Enskild;117;14,1;81,2;..;..;
Vansbro;2021;Dalarnas län;20;Samtliga;83;14,5;72,3;12,0;15,7;
Vansbro;2021;Dalarnas län;20;Kommunal;77;14,3;71,4;..;..;
Vansbro;2021;Dalarnas län;20;Enskild;..;..;..;..;.;
Vara;1470;Västra Götalands län;14;Samtliga;170;16,4;72,4;10,0;17,6;
Vara;1470;Västra Götalands län;14;Kommunal;156;16,3;71,8;9,6;18,6;
Vara;1470;Västra Götalands län;14;Enskild;14;17,1;~100;..;..;
Varberg;1383;Hallands län;13;Samtliga;762;16,2;78,0;8,1;13,9;
