Statistik från Skolverket, https://www.skolverket.se

Grundskola - Betyg årskurs 6, andel som fått godkänt betyg (A-E), samtliga elever
Valt läsår: 2019/20

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Antal ämnesbetyg (genomsnitt);Andel (%) elever som fått godkänt betyg i alla ämnen;Andel (%) elever som ej fått godkänt betyg i ett ämne;Andel (%) elever som ej fått godkänt betyg i fler, alternativt alla ämnen;
Lindesberg;1885;Örebro län;18;Samtliga;285;16,6;70,9;9,8;19,3;
Lindesberg;1885;Örebro län;18;Kommunal;276;16,6;70,7;9,8;19,6;
Lindesberg;1885;Örebro län;18;Enskild;..;..;..;..;..;
Linköping;0580;Östergötlands län;05;Samtliga;1 839;16,8;74,5;7,8;17,7;
Linköping;0580;Östergötlands län;05;Kommunal;1 534;17,0;75,7;7,7;16,6;
Linköping;0580;Östergötlands län;05;Enskild;305;16,1;68,2;8,5;23,3;
Ljungby;0781;Kronobergs län;07;Samtliga;336;16,9;75,0;8,3;16,7;
Ljungby;0781;Kronobergs län;07;Kommunal;318;16,9;74,8;7,5;17,6;
Ljungby;0781;Kronobergs län;07;Enskild;18;16,9;~100;..;.;
Ljusdal;2161;Gävleborgs län;21;Samtliga;244;16,9;64,8;15,6;19,7;
Ljusdal;2161;Gävleborgs län;21;Kommunal;209;17,1;63,2;15,8;21,1;
Ljusdal;2161;Gävleborgs län;21;Enskild;35;15,6;74,3;..;..;
Ljusnarsberg;1864;Örebro län;18;Samtliga;43;16,3;..;..;53,5;
Ljusnarsberg;1864;Örebro län;18;Kommunal;43;16,3;..;..;53,5;
Lomma;1262;Skåne län;12;Samtliga;373;15,0;91,7;2,7;5,6;
Lomma;1262;Skåne län;12;Kommunal;355;14,9;92,1;..;..;
Lomma;1262;Skåne län;12;Enskild;18;17,1;~100;..;.;
Ludvika;2085;Dalarnas län;20;Samtliga;325;17,1;66,2;12,3;21,5;
Ludvika;2085;Dalarnas län;20;Kommunal;308;17,1;64,9;12,3;22,7;
Ludvika;2085;Dalarnas län;20;Enskild;17;17,1;~100;..;.;
Luleå;2580;Norrbottens län;25;Samtliga;849;15,7;82,8;7,4;9,8;
Luleå;2580;Norrbottens län;25;Kommunal;753;15,6;82,2;7,8;10,0;
Luleå;2580;Norrbottens län;25;Enskild;96;17,0;87,5;..;..;
Lund;1281;Skåne län;12;Samtliga;1 496;14,9;81,2;6,3;12,5;
Lund;1281;Skåne län;12;Kommunal;1 197;14,5;80,2;6,0;13,8;
Lund;1281;Skåne län;12;Enskild;299;16,5;85,3;7,4;7,4;
Lycksele;2481;Västerbottens län;24;Samtliga;150;16,9;69,3;11,3;19,3;
Lycksele;2481;Västerbottens län;24;Kommunal;150;16,9;69,3;11,3;19,3;
Lysekil;1484;Västra Götalands län;14;Samtliga;157;16,8;79,6;..;..;
Lysekil;1484;Västra Götalands län;14;Kommunal;157;16,8;79,6;..;..;
Malmö;1280;Skåne län;12;Samtliga;3 441;16,3;62,8;12,7;24,5;
Malmö;1280;Skåne län;12;Kommunal;2 818;16,5;60,6;12,8;26,6;
Malmö;1280;Skåne län;12;Enskild;623;15,0;72,7;12,2;15,1;
Malung-Sälen;2023;Dalarnas län;20;Samtliga;104;15,1;72,1;..;..;
Malung-Sälen;2023;Dalarnas län;20;Kommunal;104;15,1;72,1;..;..;
Malå;2418;Västerbottens län;24;Samtliga;32;16,7;62,5;..;..;
Malå;2418;Västerbottens län;24;Kommunal;32;16,7;62,5;..;..;
Mariestad;1493;Västra Götalands län;14;Samtliga;244;17,0;76,2;8,6;15,2;
Mariestad;1493;Västra Götalands län;14;Kommunal;219;17,0;75,3;7,8;16,9;
Mariestad;1493;Västra Götalands län;14;Enskild;25;17,0;~100;..;.;
Mark;1463;Västra Götalands län;14;Samtliga;468;16,2;70,7;8,5;20,7;
Mark;1463;Västra Götalands län;14;Kommunal;438;16,3;71,0;8,7;20,3;
Mark;1463;Västra Götalands län;14;Enskild;30;14,5;66,7;..;..;
Markaryd;0767;Kronobergs län;07;Samtliga;105;16,9;51,4;11,4;37,1;
Markaryd;0767;Kronobergs län;07;Kommunal;105;16,9;51,4;11,4;37,1;
Mellerud;1461;Västra Götalands län;14;Samtliga;106;16,0;56,6;12,3;31,1;
Mellerud;1461;Västra Götalands län;14;Kommunal;106;16,0;56,6;12,3;31,1;
Mjölby;0586;Östergötlands län;05;Samtliga;308;16,8;68,2;11,0;20,8;
Mjölby;0586;Östergötlands län;05;Kommunal;308;16,8;68,2;11,0;20,8;
Mora;2062;Dalarnas län;20;Samtliga;236;16,9;72,5;11,0;16,5;
Mora;2062;Dalarnas län;20;Kommunal;222;17,0;72,1;11,7;16,2;
Mora;2062;Dalarnas län;20;Enskild;14;15,0;~100;.;..;
Motala;0583;Östergötlands län;05;Samtliga;517;17,0;69,8;8,3;21,9;
Motala;0583;Östergötlands län;05;Kommunal;495;17,0;69,1;8,5;22,4;
Motala;0583;Östergötlands län;05;Enskild;22;16,9;~100;..;..;
Mullsjö;0642;Jönköpings län;06;Samtliga;95;16,9;69,5;..;..;
Mullsjö;0642;Jönköpings län;06;Kommunal;95;16,9;69,5;..;..;
Munkedal;1430;Västra Götalands län;14;Samtliga;121;16,9;68,6;..;..;
Munkedal;1430;Västra Götalands län;14;Kommunal;121;16,9;68,6;..;..;
Munkfors;1762;Värmlands län;17;Samtliga;39;16,1;53,8;..;..;
Munkfors;1762;Värmlands län;17;Kommunal;39;16,1;53,8;..;..;
Mölndal;1481;Västra Götalands län;14;Samtliga;867;16,9;80,5;6,8;12,7;
Mölndal;1481;Västra Götalands län;14;Kommunal;819;17,0;80,1;7,0;12,9;
Mölndal;1481;Västra Götalands län;14;Enskild;48;14,6;87,5;..;..;
Mönsterås;0861;Kalmar län;08;Samtliga;140;16,9;73,6;7,1;19,3;
Mönsterås;0861;Kalmar län;08;Kommunal;140;16,9;73,6;7,1;19,3;
Mörbylånga;0840;Kalmar län;08;Samtliga;185;16,8;83,8;8,1;8,1;
Mörbylånga;0840;Kalmar län;08;Kommunal;185;16,8;83,8;8,1;8,1;
Nacka;0182;Stockholms län;01;Samtliga;1 577;15,7;87,3;5,6;7,1;
Nacka;0182;Stockholms län;01;Kommunal;1 016;15,1;86,2;5,8;8,0;
Nacka;0182;Stockholms län;01;Enskild;561;16,7;89,1;5,3;5,5;
Nora;1884;Örebro län;18;Samtliga;129;17,0;76,7;10,1;13,2;
Nora;1884;Örebro län;18;Kommunal;117;17,0;76,9;9,4;13,7;
Nora;1884;Örebro län;18;Enskild;12;16,9;..;..;..;
Norberg;1962;Västmanlands län;19;Samtliga;63;16,8;82,5;..;..;
Norberg;1962;Västmanlands län;19;Kommunal;63;16,8;82,5;..;..;
Nordanstig;2132;Gävleborgs län;21;Samtliga;110;16,9;80,0;..;..;
Nordanstig;2132;Gävleborgs län;21;Kommunal;92;16,9;77,2;..;..;
Nordanstig;2132;Gävleborgs län;21;Enskild;18;16,8;~100;.;..;
Nordmaling;2401;Västerbottens län;24;Samtliga;68;13,0;72,1;..;..;
Nordmaling;2401;Västerbottens län;24;Kommunal;68;13,0;72,1;..;..;
Norrköping;0581;Östergötlands län;05;Samtliga;1 652;15,8;73,0;9,5;17,5;
Norrköping;0581;Östergötlands län;05;Kommunal;1 182;16,1;71,9;10,0;18,1;
Norrköping;0581;Östergötlands län;05;Enskild;470;15,1;75,7;8,3;16,0;
Norrtälje;0188;Stockholms län;01;Samtliga;614;15,9;75,7;10,9;13,4;
Norrtälje;0188;Stockholms län;01;Kommunal;472;16,1;75,4;10,0;14,6;
Norrtälje;0188;Stockholms län;01;Enskild;142;15,1;76,8;14,1;9,2;
Norsjö;2417;Västerbottens län;24;Samtliga;51;11,7;82,4;..;..;
Norsjö;2417;Västerbottens län;24;Kommunal;51;11,7;82,4;..;..;
Nybro;0881;Kalmar län;08;Samtliga;237;16,1;63,3;11,4;25,3;
Nybro;0881;Kalmar län;08;Kommunal;222;16,1;63,5;11,3;25,2;
Nybro;0881;Kalmar län;08;Enskild;15;17,1;..;..;..;
Nykvarn;0140;Stockholms län;01;Samtliga;170;16,8;87,6;5,9;6,5;
Nykvarn;0140;Stockholms län;01;Kommunal;170;16,8;87,6;5,9;6,5;
Nyköping;0480;Södermanlands län;04;Samtliga;689;15,9;68,8;10,4;20,8;
Nyköping;0480;Södermanlands län;04;Kommunal;388;16,9;58,2;11,9;29,9;
Nyköping;0480;Södermanlands län;04;Enskild;301;14,6;82,4;8,6;9,0;
Nynäshamn;0192;Stockholms län;01;Samtliga;283;13,6;71,7;4,9;23,3;
Nynäshamn;0192;Stockholms län;01;Kommunal;283;13,6;71,7;4,9;23,3;
Nässjö;0682;Jönköpings län;06;Samtliga;377;16,9;69,0;10,6;20,4;
Nässjö;0682;Jönköpings län;06;Kommunal;377;16,9;69,0;10,6;20,4;
Ockelbo;2101;Gävleborgs län;21;Samtliga;43;16,9;53,5;..;..;
Ockelbo;2101;Gävleborgs län;21;Kommunal;43;16,9;53,5;..;..;
Olofström;1060;Blekinge län;10;Samtliga;118;17,2;77,1;..;..;
Olofström;1060;Blekinge län;10;Kommunal;118;17,2;77,1;..;..;
Orsa;2034;Dalarnas län;20;Samtliga;73;14,8;58,9;13,7;27,4;
Orsa;2034;Dalarnas län;20;Kommunal;67;14,6;56,7;14,9;28,4;
Orsa;2034;Dalarnas län;20;Enskild;..;..;..;.;..;
Orust;1421;Västra Götalands län;14;Samtliga;138;16,6;68,1;13,8;18,1;
Orust;1421;Västra Götalands län;14;Kommunal;131;16,8;66,4;14,5;19,1;
Orust;1421;Västra Götalands län;14;Enskild;..;..;..;.;.;
Osby;1273;Skåne län;12;Samtliga;164;16,7;64,6;10,4;25,0;
Osby;1273;Skåne län;12;Kommunal;164;16,7;64,6;10,4;25,0;
Oskarshamn;0882;Kalmar län;08;Samtliga;302;17,0;79,5;7,0;13,6;
Oskarshamn;0882;Kalmar län;08;Kommunal;298;17,0;79,2;7,0;13,8;
Oskarshamn;0882;Kalmar län;08;Enskild;..;..;..;.;.;
Ovanåker;2121;Gävleborgs län;21;Samtliga;142;16,8;69,7;14,8;15,5;
Ovanåker;2121;Gävleborgs län;21;Kommunal;142;16,8;69,7;14,8;15,5;
Oxelösund;0481;Södermanlands län;04;Samtliga;113;16,4;59,3;10,6;30,1;
Oxelösund;0481;Södermanlands län;04;Kommunal;113;16,4;59,3;10,6;30,1;
Pajala;2521;Norrbottens län;25;Samtliga;56;16,3;53,6;..;..;
Pajala;2521;Norrbottens län;25;Kommunal;52;16,3;51,9;..;..;
Pajala;2521;Norrbottens län;25;Enskild;..;..;..;..;.;
Partille;1402;Västra Götalands län;14;Samtliga;515;12,9;76,7;7,8;15,5;
Partille;1402;Västra Götalands län;14;Kommunal;494;12,9;76,3;7,7;16,0;
Partille;1402;Västra Götalands län;14;Enskild;21;11,2;~100;..;..;
Perstorp;1275;Skåne län;12;Samtliga;103;16,7;48,5;12,6;38,8;
Perstorp;1275;Skåne län;12;Kommunal;103;16,7;48,5;12,6;38,8;
Piteå;2581;Norrbottens län;25;Samtliga;423;16,7;85,3;4,7;9,9;
Piteå;2581;Norrbottens län;25;Kommunal;410;16,9;85,4;4,6;10,0;
Piteå;2581;Norrbottens län;25;Enskild;13;12,0;~100;..;..;
Ragunda;2303;Jämtlands län;23;Samtliga;59;16,8;72,9;..;..;
Ragunda;2303;Jämtlands län;23;Kommunal;59;16,8;72,9;..;..;
Robertsfors;2409;Västerbottens län;24;Samtliga;78;16,8;64,1;12,8;23,1;
Robertsfors;2409;Västerbottens län;24;Kommunal;78;16,8;64,1;12,8;23,1;
Ronneby;1081;Blekinge län;10;Samtliga;375;17,1;71,2;6,1;22,7;
Ronneby;1081;Blekinge län;10;Kommunal;310;17,1;71,9;6,1;21,9;
Ronneby;1081;Blekinge län;10;Enskild;65;16,9;67,7;..;..;
Rättvik;2031;Dalarnas län;20;Samtliga;98;16,1;75,5;..;..;
Rättvik;2031;Dalarnas län;20;Kommunal;98;16,1;75,5;..;..;
Sala;1981;Västmanlands län;19;Samtliga;268;16,1;72,8;11,2;16,0;
Sala;1981;Västmanlands län;19;Kommunal;268;16,1;72,8;11,2;16,0;
Salem;0128;Stockholms län;01;Samtliga;241;15,7;73,9;9,5;16,6;
Salem;0128;Stockholms län;01;Kommunal;218;15,9;72,5;9,6;17,9;
Salem;0128;Stockholms län;01;Enskild;23;14,1;~100;..;..;
Sandviken;2181;Gävleborgs län;21;Samtliga;453;16,9;64,2;11,5;24,3;
Sandviken;2181;Gävleborgs län;21;Kommunal;430;16,9;62,8;12,1;25,1;
Sandviken;2181;Gävleborgs län;21;Enskild;23;17,1;~100;.;..;
Sigtuna;0191;Stockholms län;01;Samtliga;590;17,1;78,6;7,6;13,7;
Sigtuna;0191;Stockholms län;01;Kommunal;556;17,1;77,5;8,1;14,4;
Sigtuna;0191;Stockholms län;01;Enskild;34;17,0;~100;.;..;
Simrishamn;1291;Skåne län;12;Samtliga;155;16,1;70,3;11,0;18,7;
Simrishamn;1291;Skåne län;12;Kommunal;117;17,0;64,1;12,8;23,1;
Simrishamn;1291;Skåne län;12;Enskild;38;13,6;~100;..;..;
Sjöbo;1265;Skåne län;12;Samtliga;208;16,7;69,7;10,6;19,7;
Sjöbo;1265;Skåne län;12;Kommunal;193;16,9;68,9;10,9;20,2;
Sjöbo;1265;Skåne län;12;Enskild;15;14,1;~100;..;..;
Skara;1495;Västra Götalands län;14;Samtliga;206;16,6;72,8;8,7;18,4;
Skara;1495;Västra Götalands län;14;Kommunal;188;17,0;70,2;9,6;20,2;
Skara;1495;Västra Götalands län;14;Enskild;18;12,0;100,0;.;.;
Skellefteå;2482;Västerbottens län;24;Samtliga;803;15,5;77,0;7,3;15,7;
Skellefteå;2482;Västerbottens län;24;Kommunal;752;15,6;77,3;7,4;15,3;
Skellefteå;2482;Västerbottens län;24;Enskild;51;14,4;72,5;..;..;
Skinnskatteberg;1904;Västmanlands län;19;Samtliga;31;16,6;45,2;..;..;
Skinnskatteberg;1904;Västmanlands län;19;Kommunal;31;16,6;45,2;..;..;
Skurup;1264;Skåne län;12;Samtliga;202;17,0;70,8;12,9;16,3;
Skurup;1264;Skåne län;12;Kommunal;195;17,1;71,3;12,8;15,9;
Skurup;1264;Skåne län;12;Enskild;..;..;..;..;..;
Skövde;1496;Västra Götalands län;14;Samtliga;594;17,0;73,4;8,1;18,5;
Skövde;1496;Västra Götalands län;14;Kommunal;525;17,0;73,5;8,2;18,3;
Skövde;1496;Västra Götalands län;14;Enskild;69;16,9;72,5;..;..;
Smedjebacken;2061;Dalarnas län;20;Samtliga;108;16,9;75,9;..;..;
Smedjebacken;2061;Dalarnas län;20;Kommunal;108;16,9;75,9;..;..;
Sollefteå;2283;Västernorrlands län;22;Samtliga;195;15,9;69,2;8,7;22,1;
Sollefteå;2283;Västernorrlands län;22;Kommunal;191;15,9;68,6;8,9;22,5;
Sollefteå;2283;Västernorrlands län;22;Enskild;..;..;..;.;.;
Sollentuna;0163;Stockholms län;01;Samtliga;1 159;16,1;76,8;8,5;14,7;
Sollentuna;0163;Stockholms län;01;Kommunal;842;16,0;78,9;7,6;13,5;
Sollentuna;0163;Stockholms län;01;Enskild;317;16,5;71,3;11,0;17,7;
Solna;0184;Stockholms län;01;Samtliga;557;17,0;73,8;7,9;18,3;
Solna;0184;Stockholms län;01;Kommunal;431;17,1;74,7;8,6;16,7;
Solna;0184;Stockholms län;01;Enskild;126;16,6;70,6;..;..;
Sorsele;2422;Västerbottens län;24;Samtliga;24;11,0;79,2;..;..;
Sorsele;2422;Västerbottens län;24;Kommunal;24;11,0;79,2;..;..;
Sotenäs;1427;Västra Götalands län;14;Samtliga;87;16,7;73,6;11,5;14,9;
Sotenäs;1427;Västra Götalands län;14;Kommunal;87;16,7;73,6;11,5;14,9;
Staffanstorp;1230;Skåne län;12;Samtliga;368;17,0;81,3;7,6;11,1;
Staffanstorp;1230;Skåne län;12;Kommunal;356;17,0;80,9;7,9;11,2;
Staffanstorp;1230;Skåne län;12;Enskild;12;16,0;~100;.;..;
Stenungsund;1415;Västra Götalands län;14;Samtliga;368;16,9;81,5;6,5;12,0;
Stenungsund;1415;Västra Götalands län;14;Kommunal;348;16,9;81,9;6,9;11,2;
Stenungsund;1415;Västra Götalands län;14;Enskild;20;17,0;..;.;..;
Stockholm;0180;Stockholms län;01;Samtliga;10 482;16,3;77,1;8,3;14,6;
Stockholm;0180;Stockholms län;01;Kommunal;7 176;16,4;76,2;8,5;15,3;
Stockholm;0180;Stockholms län;01;Enskild;3 306;16,2;79,0;8,0;12,9;
Storfors;1760;Värmlands län;17;Samtliga;44;15,5;63,6;..;..;
Storfors;1760;Värmlands län;17;Kommunal;44;15,5;63,6;..;..;
Storuman;2421;Västerbottens län;24;Statlig;..;..;..;..;..;
Storuman;2421;Västerbottens län;24;Samtliga;70;17,0;77,1;..;..;
Storuman;2421;Västerbottens län;24;Kommunal;66;17,0;77,3;..;..;
Strängnäs;0486;Södermanlands län;04;Samtliga;462;16,6;65,2;10,6;24,2;
Strängnäs;0486;Södermanlands län;04;Kommunal;236;16,6;51,3;13,1;35,6;
Strängnäs;0486;Södermanlands län;04;Enskild;226;16,6;79,6;8,0;12,4;
Strömstad;1486;Västra Götalands län;14;Samtliga;135;16,7;69,6;7,4;23,0;
Strömstad;1486;Västra Götalands län;14;Kommunal;135;16,7;69,6;7,4;23,0;
Strömsund;2313;Jämtlands län;23;Samtliga;88;14,0;80,7;..;..;
Strömsund;2313;Jämtlands län;23;Kommunal;88;14,0;80,7;..;..;
Sundbyberg;0183;Stockholms län;01;Samtliga;547;16,8;80,4;9,0;10,6;
Sundbyberg;0183;Stockholms län;01;Kommunal;297;17,1;74,1;9,8;16,2;
Sundbyberg;0183;Stockholms län;01;Enskild;250;16,5;88,0;8,0;4,0;
Sundsvall;2281;Västernorrlands län;22;Samtliga;1 068;16,6;74,3;8,9;16,9;
Sundsvall;2281;Västernorrlands län;22;Kommunal;777;16,9;71,2;8,4;20,5;
Sundsvall;2281;Västernorrlands län;22;Enskild;291;15,8;82,5;10,3;7,2;
Sunne;1766;Värmlands län;17;Samtliga;131;16,5;74,8;10,7;14,5;
Sunne;1766;Värmlands län;17;Kommunal;122;16,9;75,4;9,8;14,8;
Sunne;1766;Värmlands län;17;Enskild;..;..;..;..;..;
Surahammar;1907;Västmanlands län;19;Samtliga;109;16,9;72,5;13,8;13,8;
Surahammar;1907;Västmanlands län;19;Kommunal;109;16,9;72,5;13,8;13,8;
Svalöv;1214;Skåne län;12;Samtliga;175;16,6;68,0;14,3;17,7;
Svalöv;1214;Skåne län;12;Kommunal;143;16,5;66,4;14,7;18,9;
Svalöv;1214;Skåne län;12;Enskild;32;16,9;75,0;..;..;
Svedala;1263;Skåne län;12;Samtliga;334;17,0;74,0;8,1;18,0;
Svedala;1263;Skåne län;12;Kommunal;334;17,0;74,0;8,1;18,0;
Svenljunga;1465;Västra Götalands län;14;Samtliga;119;16,8;68,1;9,2;22,7;
Svenljunga;1465;Västra Götalands län;14;Kommunal;119;16,8;68,1;9,2;22,7;
Säffle;1785;Värmlands län;17;Samtliga;174;16,8;60,9;10,9;28,2;
Säffle;1785;Värmlands län;17;Kommunal;153;16,7;60,1;11,1;28,8;
Säffle;1785;Värmlands län;17;Enskild;21;16,9;66,7;..;..;
Säter;2082;Dalarnas län;20;Samtliga;114;16,9;73,7;..;..;
Säter;2082;Dalarnas län;20;Kommunal;114;16,9;73,7;..;..;
Sävsjö;0684;Jönköpings län;06;Samtliga;158;17,0;72,2;13,3;14,6;
Sävsjö;0684;Jönköpings län;06;Kommunal;145;17,0;71,7;13,1;15,2;
Sävsjö;0684;Jönköpings län;06;Enskild;13;16,8;~100;..;..;
Söderhamn;2182;Gävleborgs län;21;Samtliga;263;15,9;62,7;17,5;19,8;
Söderhamn;2182;Gävleborgs län;21;Kommunal;249;16,0;62,7;18,5;18,9;
Söderhamn;2182;Gävleborgs län;21;Enskild;14;13,6;..;.;..;
Söderköping;0582;Östergötlands län;05;Samtliga;162;16,8;77,2;9,3;13,6;
Söderköping;0582;Östergötlands län;05;Kommunal;158;16,9;77,2;9,5;13,3;
Söderköping;0582;Östergötlands län;05;Enskild;..;..;..;.;..;
Södertälje;0181;Stockholms län;01;Samtliga;1 132;16,3;63,0;13,9;23,1;
Södertälje;0181;Stockholms län;01;Kommunal;853;16,4;60,6;13,0;26,4;
Södertälje;0181;Stockholms län;01;Enskild;279;16,2;70,3;16,5;13,3;
Sölvesborg;1083;Blekinge län;10;Samtliga;174;16,8;66,7;9,2;24,1;
Sölvesborg;1083;Blekinge län;10;Kommunal;174;16,8;66,7;9,2;24,1;
Tanum;1435;Västra Götalands län;14;Samtliga;117;16,4;76,1;11,1;12,8;
Tanum;1435;Västra Götalands län;14;Kommunal;110;16,3;74,5;11,8;13,6;
Tanum;1435;Västra Götalands län;14;Enskild;..;..;..;.;.;
Tibro;1472;Västra Götalands län;14;Samtliga;122;16,5;68,0;10,7;21,3;
Tibro;1472;Västra Götalands län;14;Kommunal;122;16,5;68,0;10,7;21,3;
Tidaholm;1498;Västra Götalands län;14;Samtliga;126;16,9;73,8;11,9;14,3;
Tidaholm;1498;Västra Götalands län;14;Kommunal;126;16,9;73,8;11,9;14,3;
Tierp;0360;Uppsala län;03;Samtliga;197;16,8;61,9;11,7;26,4;
Tierp;0360;Uppsala län;03;Kommunal;197;16,8;61,9;11,7;26,4;
Timrå;2262;Västernorrlands län;22;Samtliga;182;16,9;77,5;6,0;16,5;
Timrå;2262;Västernorrlands län;22;Kommunal;182;16,9;77,5;6,0;16,5;
Tingsryd;0763;Kronobergs län;07;Samtliga;124;16,8;68,5;12,9;18,5;
Tingsryd;0763;Kronobergs län;07;Kommunal;121;16,8;67,8;13,2;19,0;
Tingsryd;0763;Kronobergs län;07;Enskild;..;..;..;.;.;
Tjörn;1419;Västra Götalands län;14;Samtliga;185;16,9;69,7;11,4;18,9;
Tjörn;1419;Västra Götalands län;14;Kommunal;185;16,9;69,7;11,4;18,9;
Tomelilla;1270;Skåne län;12;Samtliga;153;16,6;70,6;..;..;
Tomelilla;1270;Skåne län;12;Kommunal;133;16,5;66,2;..;..;
Tomelilla;1270;Skåne län;12;Enskild;20;17,0;100,0;.;.;
Torsby;1737;Värmlands län;17;Samtliga;108;17,0;63,0;..;..;
Torsby;1737;Värmlands län;17;Kommunal;108;17,0;63,0;..;..;
Torsås;0834;Kalmar län;08;Samtliga;79;17,0;65,8;12,7;21,5;
Torsås;0834;Kalmar län;08;Kommunal;79;17,0;65,8;12,7;21,5;
Tranemo;1452;Västra Götalands län;14;Samtliga;133;16,9;76,7;8,3;15,0;
Tranemo;1452;Västra Götalands län;14;Kommunal;133;16,9;76,7;8,3;15,0;
Tranås;0687;Jönköpings län;06;Samtliga;233;16,6;71,7;9,9;18,5;
Tranås;0687;Jönköpings län;06;Kommunal;226;16,7;71,7;10,2;18,1;
Tranås;0687;Jönköpings län;06;Enskild;..;..;..;.;..;
Trelleborg;1287;Skåne län;12;Samtliga;505;16,8;73,5;8,3;18,2;
Trelleborg;1287;Skåne län;12;Kommunal;453;17,1;74,0;7,7;18,3;
Trelleborg;1287;Skåne län;12;Enskild;52;14,4;69,2;..;..;
Trollhättan;1488;Västra Götalands län;14;Samtliga;737;16,3;72,6;8,8;18,6;
Trollhättan;1488;Västra Götalands län;14;Kommunal;596;17,0;71,1;8,2;20,6;
Trollhättan;1488;Västra Götalands län;14;Enskild;141;13,5;78,7;11,3;9,9;
Trosa;0488;Södermanlands län;04;Samtliga;171;16,1;79,5;7,6;12,9;
Trosa;0488;Södermanlands län;04;Kommunal;171;16,1;79,5;7,6;12,9;
Tyresö;0138;Stockholms län;01;Samtliga;682;16,9;80,2;7,9;11,9;
Tyresö;0138;Stockholms län;01;Kommunal;511;16,8;77,3;8,4;14,3;
Tyresö;0138;Stockholms län;01;Enskild;171;17,1;88,9;..;..;
Täby;0160;Stockholms län;01;Samtliga;1 323;15,8;84,4;5,6;10,0;
Täby;0160;Stockholms län;01;Kommunal;539;15,8;89,2;4,3;6,5;
Täby;0160;Stockholms län;01;Enskild;784;15,9;81,1;6,5;12,4;
Töreboda;1473;Västra Götalands län;14;Samtliga;116;16,3;62,1;10,3;27,6;
Töreboda;1473;Västra Götalands län;14;Kommunal;104;16,8;61,5;9,6;28,8;
Töreboda;1473;Västra Götalands län;14;Enskild;12;11,6;..;..;..;
Uddevalla;1485;Västra Götalands län;14;Samtliga;683;16,5;70,6;9,1;20,4;
Uddevalla;1485;Västra Götalands län;14;Kommunal;611;16,9;70,2;8,7;21,1;
Uddevalla;1485;Västra Götalands län;14;Enskild;72;13,3;73,6;..;..;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;314;17,1;79,9;8,6;11,5;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;312;17,1;80,4;8,3;11,2;
Ulricehamn;1491;Västra Götalands län;14;Enskild;..;..;.;..;..;
Umeå;2480;Västerbottens län;24;Samtliga;1 299;16,0;81,0;7,3;11,7;
Umeå;2480;Västerbottens län;24;Kommunal;1 015;16,2;80,3;7,3;12,4;
Umeå;2480;Västerbottens län;24;Enskild;284;15,2;83,5;7,4;9,2;
Upplands Väsby;0114;Stockholms län;01;Samtliga;506;15,3;70,8;10,3;19,0;
Upplands Väsby;0114;Stockholms län;01;Kommunal;266;15,1;64,7;10,9;24,4;
Upplands Väsby;0114;Stockholms län;01;Enskild;240;15,6;77,5;9,6;12,9;
Upplands-Bro;0139;Stockholms län;01;Samtliga;342;14,9;76,6;8,2;15,2;
Upplands-Bro;0139;Stockholms län;01;Kommunal;316;14,7;79,1;7,9;13,0;
Upplands-Bro;0139;Stockholms län;01;Enskild;26;17,0;46,2;..;..;
Uppsala;0380;Uppsala län;03;Samtliga;2 568;15,8;74,0;10,4;15,5;
Uppsala;0380;Uppsala län;03;Kommunal;1 876;16,0;70,0;11,8;18,1;
Uppsala;0380;Uppsala län;03;Enskild;692;15,5;84,8;6,6;8,5;
Uppvidinge;0760;Kronobergs län;07;Samtliga;122;16,9;66,4;8,2;25,4;
Uppvidinge;0760;Kronobergs län;07;Kommunal;112;16,9;64,3;8,9;26,8;
Uppvidinge;0760;Kronobergs län;07;Enskild;10;16,9;..;.;..;
Vadstena;0584;Östergötlands län;05;Samtliga;64;16,8;87,5;..;..;
Vadstena;0584;Östergötlands län;05;Kommunal;64;16,8;87,5;..;..;
Vaggeryd;0665;Jönköpings län;06;Samtliga;203;17,0;71,9;9,4;18,7;
Vaggeryd;0665;Jönköpings län;06;Kommunal;191;17,0;71,7;8,4;19,9;
Vaggeryd;0665;Jönköpings län;06;Enskild;12;17,0;..;..;.;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;82;16,8;54,9;18,3;26,8;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;74;16,9;54,1;18,9;27,0;
Valdemarsvik;0563;Östergötlands län;05;Enskild;..;..;..;..;..;
Vallentuna;0115;Stockholms län;01;Samtliga;427;16,1;76,8;8,7;14,5;
Vallentuna;0115;Stockholms län;01;Kommunal;311;17,0;75,9;9,0;15,1;
Vallentuna;0115;Stockholms län;01;Enskild;116;13,9;79,3;..;..;
Vansbro;2021;Dalarnas län;20;Samtliga;89;16,8;58,4;15,7;25,8;
Vansbro;2021;Dalarnas län;20;Kommunal;86;16,8;59,3;16,3;24,4;
Vansbro;2021;Dalarnas län;20;Enskild;..;..;..;.;..;
Vara;1470;Västra Götalands län;14;Samtliga;166;16,2;74,7;..;..;
Vara;1470;Västra Götalands län;14;Kommunal;152;16,2;72,4;..;..;
Vara;1470;Västra Götalands län;14;Enskild;14;17,0;100,0;.;.;
